id,name,ai,str,sta,dex,intl,HR,ER,Race,Belligerence,Gender,Level,FlightLevel,Size,Class,ifPart,Karma,Useable,AtkMin,AtkMax,Atk1,Atk2,Atk3,HorizontalRate,VerticalRate,DiagonalRate,ThrustRate,ChestRate,HeadRate,ArmRate,ReAttackDelay,AddHp,AddMp,NeturealArmor,Abrasion,Hardness,AdjAtkDelay,ElementalType,ElementalAtk,HideLevel,Speed,Shelter,Flying,Jumping,Airjump,Taming,ResistMagic,ResistElectricity,ResistFire,ResistWind,ResistWater,ResistEarth,Cash,SourceMaterial,MaterialAmmount,Cohesion,HoldingTime,CorrectionValue,ExpValue,FxpValue,BodyState,AddAbility,VirtItem1,VirtType1,VirtItem2,VirtType2,VirtItem3,VirtType3,SndAtk1,SndAtk2,SndDie1,SndDie2,SndDmg1,SndDmg2,SndDmg3,SndIdle1,SndIdle2,comment,giant
80,Small Mage Prankster,2,15,20,107,91,75,59,-1,13,-1,47,-1,100,1,0,-1,1,382,403,9192,9193,9194,-1,-1.0,-1,-1,-1,-1,-1,3000,8579,100,63,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,56,0.0,0.0,0.3,-0.3,0.0,56,-1,-1,-1,-1,13,1592,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
81,Prankster,2,15,20,107,91,76,60,-1,13,-1,47,-1,100,2,0,-1,1,382,403,9195,9196,9197,-1,-1.0,-1,-1,-1,-1,-1,3000,8579,100,63,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,56,0.0,0.0,0.3,-0.3,0.0,56,-1,-1,-1,-1,50,1664,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
82,Master Mage Prankster,2,15,20,109,93,77,60,-1,13,-1,48,-1,100,3,0,-1,1,386,407,9198,9199,9200,-1,-1.0,-1,-1,-1,-1,-1,3000,8739,100,64,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,57,0.0,0.0,0.3,-0.3,0.0,57,-1,-1,-1,-1,9,1782,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
83,Giantmage Prankster,2,15,20,115,98,100,85,-1,13,-1,51,-1,400,4,0,-1,1,778,819,9201,9202,9203,-1,0.0,-1,-1,-1,-1,-1,3000,163345,100,80,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,61,0.0,0.0,0.0,0.3,-0.3,413,-1,-1,-1,-1,3820,11597,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
84,Maid Cardpuppet,2,15,20,95,81,66,51,-1,12,-1,41,-1,100,1,0,-1,1,341,359,9216,9217,9218,-1,1.0,-1,-1,-1,-1,-1,3000,8950,100,56,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,49,0.0,-0.3,0.0,0.0,0.3,51,-1,-1,-1,-1,13,809,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
85,Cardpuppet,2,15,20,95,81,67,51,-1,12,-1,41,-1,100,2,0,-1,1,341,359,9219,9220,9221,-1,1.0,-1,-1,-1,-1,-1,3000,8950,100,56,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,49,0.0,-0.3,0.0,0.0,0.3,51,-1,-1,-1,-1,50,845,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
86,Manager Cardpuppet,2,15,20,97,82,68,53,-1,12,-1,42,-1,100,3,0,-1,1,345,363,9222,9223,9224,-1,1.0,-1,-1,-1,-1,-1,3000,9135,100,57,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,50,0.0,-0.3,0.0,0.0,0.3,52,-1,-1,-1,-1,9,905,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
87,Boss Cardpuppet,2,15,20,103,88,100,85,-1,12,-1,45,-1,400,4,0,-1,1,693,729,9225,9226,9227,-1,-1.0,-1,-1,-1,-1,-1,3000,144760,100,70,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,54,0.0,0.0,0.3,-0.3,0.0,378,-1,-1,-1,-1,1950,5885,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
88,Urchin Demian,2,15,20,31,26,40,15,-1,11,-1,9,-1,100,1,0,-1,1,48,51,9048,9049,9050,-1,1.0,-1,-1,-1,-1,-1,4500,1454,100,14,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,9,0.0,-0.3,0.0,0.0,0.3,22,-1,-1,-1,-1,21,14,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
89,Demian,2,15,20,31,26,40,15,-1,11,-1,9,-1,100,2,0,-1,1,48,51,9051,9052,9053,-1,1.0,-1,-1,-1,-1,-1,4500,1454,100,14,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,9,0.3,0.0,-0.3,0.0,0.0,22,-1,-1,-1,-1,50,15,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
90,Bad Demian,2,15,20,33,28,40,17,-1,11,-1,10,-1,100,3,0,-1,1,50,53,9054,9055,9056,-1,1.0,-1,-1,-1,-1,-1,4500,1529,100,15,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,10,0.0,-0.3,0.0,0.0,0.3,24,-1,-1,-1,-1,14,15,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
91,Giant Demian,2,15,20,39,33,70,34,-1,11,-1,13,-1,400,4,0,-1,1,229,241,9057,9058,9059,-1,1.0,-1,-1,-1,-1,-1,3000,39177,100,35,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,13,0.3,0.0,-0.3,0.0,0.0,210,-1,-1,-1,-1,300,102,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
92,Small Rock Muscle,2,15,20,79,67,54,41,-1,12,-1,33,-1,100,1,0,-1,1,274,288,9156,9157,9158,-1,-1.0,-1,-1,-1,-1,-1,3000,5857,100,46,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,33,0.3,0.0,-0.3,0.0,0.0,45,-1,-1,-1,-1,13,297,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
93,Rock Muscle,2,15,20,79,67,55,41,-1,12,-1,33,-1,100,2,0,-1,1,274,288,9159,9160,9161,-1,-1.0,-1,-1,-1,-1,-1,3000,5857,100,46,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,33,0.0,0.0,0.3,-0.3,0.0,45,-1,-1,-1,-1,50,311,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
94,Captain Rock Muscle,2,15,20,81,69,56,43,-1,12,-1,34,-1,100,3,0,-1,1,277,292,9162,9163,9164,-1,-1.0,-1,-1,-1,-1,-1,3000,6000,100,47,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,34,0.3,0.0,-0.3,0.0,0.0,46,-1,-1,-1,-1,9,338,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
95,Giant Rock Muscle,2,15,20,87,74,75,60,-1,12,-1,37,-1,400,4,0,-1,1,568,598,9165,9166,9167,-1,0.0,-1,-1,-1,-1,-1,3000,113713,100,60,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,37,0.0,0.0,0.3,-0.3,0.0,336,-1,-1,-1,-1,1360,2305,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
96,Small Mushpang,2,15,20,19,16,40,6,-1,11,-1,3,-1,75,1,0,-1,1,18,19,9012,9013,9014,-1,-1.0,-1,-1,-1,-1,-1,5500,305,100,6,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,3,0.3,0.0,-0.3,0.0,0.0,12,-1,-1,-1,-1,25,4,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
97,Mushpang,2,15,20,19,16,40,6,-1,11,-1,3,-1,75,2,0,-1,1,18,19,9015,9016,9017,-1,-1.0,-1,-1,-1,-1,-1,5500,348,100,6,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,3,0.3,0.0,-0.3,0.0,0.0,12,-1,-1,-1,-1,50,5,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
98,Captain Mushpang,2,15,20,21,18,40,8,-1,11,-1,4,-1,75,3,0,-1,1,20,21,9018,9019,9020,-1,-1.0,-1,-1,-1,-1,-1,5500,373,100,7,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,4,0.3,0.0,-0.3,0.0,0.0,13,-1,-1,-1,-1,16,7,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
99,Giant Mushpang,2,15,20,27,23,70,14,-1,11,-1,6,-1,400,4,0,-1,1,136,143,9021,9022,9023,-1,0.0,-1,-1,-1,-1,-1,5500,19764,100,15,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,7,-0.3,0.3,0.0,0.0,0.0,126,-1,-1,-1,-1,50,56,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
100,Brazenface Pukepuke,2,150,140,20,10,0,0,-1,11,-1,15,-1,100,1,0,-1,-1,0,0,9036,9037,9038,-1,-1.0,-1,-1,-1,-1,-1,3000,300,100,0,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
101,Heartless Bang,2,200,216,20,10,0,0,-1,11,-1,33,-1,100,1,0,-1,-1,0,0,9108,9109,9110,-1,-1.0,-1,-1,-1,-1,-1,3000,400,100,0,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
102,Tough Rock Muscle,2,250,254,20,10,0,0,-1,12,-1,47,-1,100,1,0,-1,-1,0,0,9156,9157,9158,-1,-1.0,-1,-1,-1,-1,-1,3000,500,100,0,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,0,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
103,Small Totemia,2,15,20,91,77,63,48,-1,12,-1,39,-1,100,1,0,-1,1,321,338,9168,9169,9170,-1,-1.0,-1,-1,-1,-1,-1,3000,6675,100,54,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,39,0.3,0.0,-0.3,0.0,0.0,50,-1,-1,-1,-1,13,646,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
104,Totemia,2,15,20,91,77,64,48,-1,12,-1,39,-1,100,2,0,-1,1,321,338,9171,9172,9173,-1,-1.0,-1,-1,-1,-1,-1,3000,6675,100,54,130,0,-1,5,0,-1,0.075,-1,0,-1,-1,-1,39,0.3,0.0,-0.3,0.0,0.0,50,-1,-1,-1,-1,50,675,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
105,Captain Totemia,2,15,20,96,82,65,50,-1,12,-1,40,-1,100,3,0,-1,1,325,342,9174,9175,9176,-1,-1.0,-1,-1,-1,-1,-1,3000,6819,100,55,130,0,-1,5,0,-1,0.08,-1,0,-1,-1,-1,48,0.3,0.0,-0.3,0.0,0.0,50,-1,-1,-1,-1,9,723,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
106,Giant Totemia,2,15,20,99,84,90,77,-1,12,-1,43,-1,400,4,0,-1,1,662,697,9177,9178,9179,-1,1.0,-1,-1,-1,-1,-1,3000,136998,100,70,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,51,0.0,0.0,0.0,0.3,-0.3,371,-1,-1,-1,-1,1710,4697,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
107,Small Steam Walker,2,15,20,119,101,84,66,-1,12,-1,53,-1,100,1,0,-1,1,440,463,9240,9241,9242,-1,-1.0,-1,-1,-1,-1,-1,3000,9956,100,70,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,63,0.0,0.0,0.3,-0.3,0.0,61,-1,-1,-1,-1,13,3136,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
108,Steam Walker,2,15,20,119,101,85,67,-1,12,-1,53,-1,100,2,0,-1,1,440,463,9243,9244,9245,-1,-1.0,-1,-1,-1,-1,-1,3000,9956,100,70,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,63,0.0,0.0,0.0,0.3,-0.3,61,-1,-1,-1,-1,50,3279,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
109,Captain Steam Walker,2,15,20,121,103,86,68,-1,12,-1,54,-1,100,3,0,-1,1,460,482,9246,9247,9248,-1,-1.0,-1,-1,-1,-1,-1,3000,10125,100,71,130,0,-1,1,0,-1,0.08,-1,0,-1,-1,-1,64,0.0,0.0,0.3,-0.3,0.0,62,-1,-1,-1,-1,9,3512,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
110,Giant Steam Walker,2,15,20,127,108,120,102,-1,12,-1,57,-1,400,4,0,-1,1,832,876,9249,9250,9251,-1,0.0,-1,-1,-1,-1,-1,3000,190200,100,80,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,68,0.0,0.0,0.0,0.3,-0.3,455,-1,-1,-1,-1,4920,22873,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
111,Flying Aibatt,2,2,20,15,8,0,0,-1,11,-1,1,-1,100,1,0,-1,-1,0,0,9000,9001,9002,-1,-1.0,-1,-1,-1,-1,-1,6000,189,100,1,130,0,-1,0,0,-1,0.2,-1,1,-1,-1,-1,1,0.0,0.0,0.0,0.0,0.0,0,-1,-1,-1,-1,10,21,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
112,Small Volt,2,15,20,135,115,96,68,-1,12,-1,61,-1,100,1,0,-1,1,581,612,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,12220,100,75,130,0,-1,3,0,-1,0.075,-1,0,-1,-1,-1,73,0.0,0.0,0.0,0.3,-0.3,69,-1,-1,-1,-1,13,7622,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
113,Volt,2,15,20,135,115,97,77,-1,12,-1,61,-1,100,2,0,-1,1,581,612,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,12220,100,85,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,73,0.0,0.0,0.3,-0.3,0.0,69,-1,-1,-1,-1,50,7968,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
114,Captain Volt,2,15,20,137,116,98,78,-1,12,-1,62,-1,100,3,0,-1,1,585,616,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,12405,100,86,130,0,-1,3,0,-1,0.08,-1,0,-1,-1,-1,74,0.0,0.0,0.0,0.3,-0.3,70,-1,-1,-1,-1,9,8460,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
115,Giant Volt,2,15,20,143,122,100,85,-1,12,-1,65,-1,400,4,0,-1,1,1046,1101,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,243386,100,94,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,87,0.0,0.0,0.3,-0.3,0.0,511,-1,-1,-1,-1,7070,53641,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
116,Small Circus Bear,2,15,20,107,91,-1,-1,-1,12,-1,47,-1,100,1,0,-1,-1,494,520,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,9364,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,56,0.0,0.0,0.0,0.0,0.0,56,-1,-1,-1,-1,10,163152,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
117,Circus Bear,2,15,20,107,91,-1,-1,-1,12,-1,47,-1,100,2,0,-1,-1,494,520,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,9364,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,56,0.0,0.0,0.0,0.0,0.0,56,-1,-1,-1,-1,10,189256,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
118,Captain Circus Bear,2,15,20,109,93,-1,-1,-1,12,-1,48,-1,100,3,0,-1,-1,504,530,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,9545,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,57,0.0,0.0,0.0,0.0,0.0,57,-1,-1,-1,-1,10,187624,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
119,Giant Circus Bear,2,15,20,115,98,-1,-1,-1,12,-1,51,-1,400,4,0,-1,-1,960,1011,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,163346,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,61,0.0,0.0,0.0,0.0,0.0,413,-1,-1,-1,-1,2599,1426755,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
120,Small Mia,2,15,20,59,50,39,31,-1,12,-1,23,-1,100,1,0,-1,1,199,209,9252,9253,9254,-1,1.0,-1,-1,-1,-1,-1,3000,3921,100,33,130,0,-1,4,0,-1,0.075,-1,0,-1,-1,-1,23,0.0,-0.3,0.0,0.0,0.3,39,-1,-1,-1,-1,13,79,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
121,Mia,2,15,20,59,50,40,31,-1,12,-1,23,-1,100,2,0,-1,1,199,209,9255,9256,9257,-1,1.0,-1,-1,-1,-1,-1,3000,3921,100,33,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,23,0.0,0.0,0.3,-0.3,0.0,39,-1,-1,-1,-1,50,83,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
122,Captain Mia,2,15,20,61,52,41,33,-1,12,-1,24,-1,100,3,0,-1,1,202,213,9258,9259,9260,-1,1.0,-1,-1,-1,-1,-1,3000,4044,100,34,130,0,-1,4,0,-1,0.08,-1,0,-1,-1,-1,24,0.0,-0.3,0.0,0.0,0.3,40,-1,-1,-1,-1,9,90,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
123,Giant Mia,2,15,20,67,57,75,50,-1,12,-1,27,-1,400,4,0,-1,1,425,447,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,82948,100,50,130,0,-1,1,0,-1,0.075,-1,0,-1,-1,-1,27,0.0,0.0,0.3,-0.3,0.0,287,-1,-1,-1,-1,720,632,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
130,Small Pire,2,15,20,163,139,-1,-1,-1,12,-1,75,-1,100,1,0,-1,-1,772,813,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,15025,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,101,0.0,0.0,0.0,0.0,0.0,85,-1,-1,-1,-1,10,8168119,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
131,Pire,2,15,20,163,139,-1,-1,-1,12,-1,75,-1,100,2,0,-1,-1,772,813,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,15025,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,101,0.0,0.0,0.0,0.0,0.0,85,-1,-1,-1,-1,10,9475018,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
132,Captain Pire,2,15,20,165,140,-1,-1,-1,12,-1,76,-1,100,3,0,-1,-1,782,823,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,15204,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,102,0.0,0.0,0.0,0.0,0.0,86,-1,-1,-1,-1,10,9393336,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
133,Giant Pire,2,15,20,171,145,-1,-1,-1,12,-1,79,-1,400,4,0,-1,-1,1465,1542,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,254566,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,106,0.0,0.0,0.0,0.0,0.0,630,-1,-1,-1,-1,15966,71430440,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
134,Small Froziest,2,15,20,15,13,-1,-1,-1,12,-1,1,-1,100,1,0,-1,-1,29,31,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,51,-1,-1,-1,-1,10,21,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
135,Froziest,2,15,20,15,13,-1,-1,-1,12,-1,1,-1,100,2,0,-1,-1,29,31,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,51,-1,-1,-1,-1,10,24,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
136,Captain Froziest,2,15,20,15,13,-1,-1,-1,12,-1,2,-1,100,3,0,-1,-1,29,31,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,52,-1,-1,-1,-1,10,33,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
137,Giant Froziest,2,15,20,15,13,-1,-1,-1,12,-1,5,-1,400,4,0,-1,-1,29,31,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,3300,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,378,-1,-1,-1,-1,294,510,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
160,Small Burn Bird,2,15,20,15,13,-1,-1,-1,12,-1,1,-1,100,1,0,-1,-1,29,31,9252,9253,9254,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,51,-1,-1,-1,-1,10,21,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
161,Burn Bird,2,15,20,15,13,-1,-1,-1,12,-1,1,-1,100,2,0,-1,-1,29,31,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,51,-1,-1,-1,-1,10,24,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
162,Captain Burn Bird,2,15,20,15,13,-1,-1,-1,12,-1,2,-1,100,3,0,-1,-1,29,31,9258,9259,9260,-1,-1.0,-1,-1,-1,-1,-1,3000,550,100,-1,130,0,-1,0,0,-1,0.08,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,52,-1,-1,-1,-1,10,33,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
163,Giant Burn Bird,2,15,20,15,13,-1,-1,-1,12,-1,5,-1,400,4,0,-1,-1,29,31,9261,9262,9263,-1,-1.0,-1,-1,-1,-1,-1,3000,3300,100,-1,130,0,-1,0,0,-1,0.075,-1,0,-1,-1,-1,15,0.0,0.0,0.0,0.0,0.0,378,-1,-1,-1,-1,294,510,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
164,Clockworks,4,15,20,170,145,120,115,-1,13,-1,80,-1,100,7,0,-1,1,2800,3000,9264,9265,9266,9267,-1.0,-1,-1,-1,-1,-1,3000,62582890,100,140,130,0,-1,0,0,-1,0.07,-1,0,-1,-1,-1,115,0.5,0.5,0.2,0.2,0.5,5000000,-1,-1,-1,-1,3260,249864550,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
165,Big Muscle,6,15,20,59,50,70,45,-1,11,-1,25,-1,100,5,0,-1,1,550,600,9165,9166,9167,9167,-1.0,-1,-1,-1,-1,-1,3000,406638,100,50,130,0,-1,1,0,-1,0.15,-1,0,-1,-1,-1,37,0.0,0.0,0.3,-0.3,0.0,30000,-1,-1,-1,6000,3260,500,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
166,Krrr,7,15,20,65,55,100,85,-1,11,-1,35,-1,100,5,0,-1,1,700,750,9261,9262,9263,9263,-1.0,-1,-1,-1,-1,-1,3000,840000,100,140,130,0,-1,3,0,-1,0.15,-1,0,-1,-1,-1,90,0.0,0.0,0.0,0.3,-0.3,100000,-1,-1,-1,-1,3260,1250,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
167,Mushmoot,8,15,20,161,137,104,71,-1,11,-1,45,-1,100,5,0,-1,1,1150,1250,9258,9259,9260,9263,2.0,-1,-1,-1,-1,-1,3000,1500000,100,80,130,0,-1,5,0,-1,0.15,-1,0,-1,-1,-1,99,0.0,0.0,0.0,0.3,-0.3,300000,-1,-1,-1,-1,9,11674,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,32,124,-1,-1,-1,,0
168,Small Mushpoie,2,15,20,83,71,58,43,-1,12,-1,36,-1,100,2,0,-1,1,287,303,9255,9256,9257,-1,-1.0,-1,-1,-1,-1,-1,3000,6309,100,48,130,0,-1,2,0,-1,0.075,-1,0,-1,-1,-1,35,-0.3,0.3,0.0,0.0,0.0,1,-1,-1,-1,-1,0,100,0,-1,-1,11,1,-1,-1,-1,-1,-1,-1,-1,-1,34,124,-1,-1,-1,,0
